web-scraper-order,web-scraper-start-url,base,base-href,superficie,nbr_pieces,nbr_salle_bain,adresse
"1739533632-136","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-maristes-2078484","1 m2","6","6","Hann Bel-Air, Dakar, Sénégal"
"1739533638-137","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-rufisque-2078748","150 m2","1","2","Rufisque, Sénégal"
"1739533642-138","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-cite-biagui-2078830","350 m2","6","4","Yoff, Dakar, Sénégal"
"1739533647-139","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-cite-mackiou-faye-2078886","350 m2","7","5","Ouakam, Dakar, Sénégal"
"1739533655-140","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-2078920","500 m2","6","5","Ngor, Dakar, Sénégal"
"1739533664-141","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-mamelles-2079029","750 m2","5","5","Ouakam, Dakar, Sénégal"
"1739533677-142","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-virage-2079055","800 m2","4","1","Ngor, Dakar, Sénégal"
"1739533683-143","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-sicap-foire-2079284","","3","2","Dakar, Sénégal"
"1739533687-144","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-keur-massar-2079710","","","","Keur Massar, Sénégal"
"1739533694-145","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-guediawaye-2080480","","","","Guédiawaye, Dakar, Sénégal"
"1739533702-146","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-parcelles-assainies-2080818","150 m2","5","5","Parcelle Assainies, Dakar, Sénégal"
"1739533713-147","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-dakar-2080911","400","7","4","Dakar, Sénégal"
"1739533718-148","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-keur-massar-2081339","","200 m2","","Dakar, Sénégal"
"1739533728-149","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-keur-massar-2081371","","200 m2","","Dakar, Sénégal"
"1739533732-150","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-keur-massar-2081377","","200 m2","","Dakar, Sénégal"
"1739533738-151","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-r1-cite-sonatel-2081381","1 m2","5","5","Sicap Liberté, Dakar, Sénégal"
"1739533745-152","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-keur-massar-u-4-2081756","220 m2","5","2","Medina, Dakar, Sénégal"
"1739533759-153","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-mbour-2081777","","4","4","Mbour, Sénégal"
"1739533772-154","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-13-pieces-dieuppeul-derkle-2081918","200","10","3","Dieuppeul-Derklé, Dakar, Sénégal"
"1739533789-155","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villas-5-pieces-ouest-foire-2082019","230","5","4","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739533795-156","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villas-3-pieces-guediawaye-2082435","","3","2","Guediawaye, Dakar, Sénégal"
"1739533800-157","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-keur-massar-2082458","","150 m2","","Dakar, Sénégal"
"1739533805-158","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-162-m-keur-massar-2082802","162 m2","2","2","Biscuiterie, Dakar, Sénégal"
"1739533820-159","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-maison-4-pieces-150-m-tivaoune-peulh-2084186","","3","152 m2","Biscuiterie, Dakar, Sénégal"
"1739533846-160","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villas-8-pieces-sicap-liberte-2084363","","3","230","Sicap Liberté, Dakar, Sénégal"
"1739533850-161","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villas-mermoz-sacre-coeur-2084451","","345","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739533855-162","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-mbour-2084648","","7","300 m2","Mbour, Sénégal"
"1739533860-163","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villas-r3-sicap-liberte-2084706","","","","Sicap Liberté, Dakar, Sénégal"
"1739533867-164","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villas-sicap-liberte-2084755","","150","","Sicap Liberté, Dakar, Sénégal"
"1739533872-165","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-150-m-gadaye-2085218","150 m2","6","3","Guediawaye, Dakar, Sénégal"
"1739533877-166","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-hlm-las-palmas-2085232","","","","Guédiawaye, Dakar, Sénégal"
"1739533883-167","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-yoff-virage-2085309","","6","5","Dakar, Sénégal"
"1739533890-168","https://sn.coinafrique.com/categorie/villas?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-maison-ouakam-2085325","200 m2","6","2","Dakar, Sénégal"
"1739533923-169","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-hann-bel-air-2085831","1","4","4","Hann Bel-Air, Dakar, Sénégal"
"1739533928-170","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-guediawaye-2086235","150 m2","5","2","Guédiawaye, Dakar, Sénégal"
"1739533938-171","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-10-pieces-almadies-2086327","600 m2","12","13","Ngor, Dakar, Sénégal"
"1739533944-172","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-sipres-mbao-2086377","160 m2","3","3","Keur Massar, Sénégal"
"1739533949-173","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-petit-mbao-2086380","150 m2","4","4","Keur Massar, Sénégal"
"1739533956-174","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-lac-rose-2086383","116 m2","3","3","Keur Massar, Sénégal"
"1739533968-175","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-sendou-2086397","7000 m2","8","8","Toubab Dialao, Sénégal"
"1739533974-176","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-almadies-2-2086406","150 m2","3","3","Keur Massar, Sénégal"
"1739533980-177","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-a-golf-sud-2086512","150 m2","3","3","Guediawaye, Dakar, Sénégal"
"1739533990-178","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-thiaroye-azur-2086520","160 m2","4","4","Pikine, Sénégal"
"1739533995-179","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-r-2-sipres-grand-mbao-2086528","272 m2","4","4","Rufisque, Sénégal"
"1739534001-180","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-cite-alioune-sow-2086539","154 m2","2","2","Rufisque, Sénégal"
"1739534005-181","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-cite-safco-2086586","400 m2","3","3","Rufisque, Sénégal"
"1739534012-182","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-300-m-rufisque-2086608","300 m2","4","3","Rufisque, Sénégal"
"1739534017-183","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-5-pieces-a-sicap-liberte-2086609","","110 m2","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739534025-184","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-2086618","500 m2","6","5","Ngor, Dakar, Sénégal"
"1739534030-185","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-a-liberte-6-2086622","","140 m2","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739534035-186","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-150-m-petit-mbao-2086765","150 m2","3","3","Keur Massar, Sénégal"
"1739534043-187","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-almadies-2-2086771","150 m2","3","3","Keur Massar, Sénégal"
"1739534049-188","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-150-m-thiaroye-azur-2086777","150 m2","4","4","Pikine, Sénégal"
"1739534057-189","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-9-pieces-grand-mbao-2086809","","4","4","Rufisque, Sénégal"
"1739534065-190","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-sipres-1-2086827","250 m2","4","2","Yoff, Dakar, Sénégal"
"1739534070-191","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-malicounda-2086840","500 m2","5","4","Toubab Dialao, Sénégal"
"1739534074-192","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-maison-peuti-mao-2087248","150 m2","10","3","Dakar, Sénégal"
"1739534079-193","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-maison-guediawaye-2087258","150 m2","10","3","Dakar, Sénégal"
"1739534089-194","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-maison-parcelles-assainies-unite-5-2087282","150 m2","5","3","Dakar, Sénégal"
"1739534093-195","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-1100-m-mbour-2087293","","1100 m2","","Dakar, Sénégal"
"1739534101-196","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-2087380","150 m2","1","2","Rufisque, Sénégal"
"1739534107-197","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-ngaparou-2088494","1500 m2","15","8","Mbour, Sénégal"
"1739534113-198","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-somone-2088547","","8","3000 m2","Mbour, Sénégal"
"1739534120-199","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-somone-2088595","300 m2","4","4","Mbour, Sénégal"
"1739534132-200","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-cite-air-france-de-ouest-foire-2088854","226 m2","6","5","Yoff, Dakar, Sénégal"
"1739534144-201","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-10-pieces-somone-2088892","","","","Guédiawaye, Dakar, Sénégal"
"1739534152-202","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-2089409","","5","5","Ngor, Dakar, Sénégal"
"1739534162-203","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-2089425","","4","4","Ngor, Dakar, Sénégal"
"1739534169-204","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-sicap-foire-2089439","","5","5","Sicap Liberté, Dakar, Sénégal"
"1739534195-205","https://sn.coinafrique.com/categorie/villas?page=117","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-sicap-karak-amitie-2089440","275","7","6","Sicap Liberté, Dakar, Sénégal"
